marketer31,consignee11,description21,order_no211,scheduled_delivery_on21,TextBox12,TextBox18,version_no211,TextBox271,TextBox274
"","","","Week 26 - 433 - 111142939","07/05/2026 10:00:00","132","","1","132",""
"","","","0111142939","07/05/2026 12:00:00","132","39.600000","1","132","39.600000"
"","","","Week 27 - 425 - 111142940","07/06/2026 10:00:00","132","","1","132",""
"","","","0111142940","07/06/2026 12:00:00","132","39.600000","1","132","39.600000"
"","","","Week 27 - 426 - 111172825","07/07/2026 10:00:00","264","","1","264",""
"","","","0111172825","07/07/2026 12:00:00","264","36.000000","1","264","36.000000"
"","","","Week 27 - 427 - 111172826","07/08/2026 10:00:00","198","","1","198",""
"","","","Week 27 - 428 - 111172827","07/09/2026 10:00:00","132","","1","132",""
"","","","","","","","2","132",""
"","","","0111172827","07/09/2026 12:00:00","132","36.000000","1","132","36.000000"
"","","","","","","","2","132","36.000000"
"","","","Week 27 - 429 - 111172828","07/10/2026 10:00:00","132","","1","132",""
"","","","","","","","2","132",""
"","","","0111172828","07/10/2026 12:00:00","132","36.000000","1","132","36.000000"
"","","","","","","","2","132","36.000000"
"","","","Week 27 - 430 - 111172829","07/11/2026 10:00:00","198","","1","198",""
"","","","0111172829","07/11/2026 12:00:00","198","36.000000","1","198","36.000000"
"","","","Week 27 - 431 - 111172830","07/12/2026 10:00:00","132","","1","132",""
"","","","0111172830","07/12/2026 12:00:00","132","36.000000","1","132","36.000000"
"","","","0111172831","07/13/2026 12:00:00","132","36.000000","1","132","36.000000"
"","Woolworths Townsville","15kg Exports","0111142927","06/30/2026 07:00:00","420","36.810000","1","420","36.810000"
"","","","","","","","2","420","36.810000"
"","","","Week 26 - 406 - 111142927","06/30/2026 10:00:00","420","","1","420",""
"","","","0111142928","07/01/2026 07:00:00","360","36.810000","1","420","36.810000"
"","","","","","","","2","420","36.810000"
"","","","","","","","3","360","36.810000"
"","","","","","","","4","360","36.810000"
"","","","Week 26 - 446 - 111142928","07/01/2026 12:00:00","360","","1","420",""
"","","","","","","","2","360",""
"","","","0111142929","07/02/2026 07:00:00","540","36.810000","1","480","36.810000"
"","","","","","","","2","540","36.810000"
"","","","","","","","3","540","36.810000"
"","","","Week 27 - 400 - 111142929","07/02/2026 10:00:00","540","","1","480",""
"","","","","","","","2","540",""
"","","","0111142930","07/03/2026 07:00:00","480","36.810000","1","480","36.810000"
"","","","","","","","2","480","36.810000"
"","","","Week 27 - 401 - 111142930","07/03/2026 10:00:00","480","","1","480",""
"","","","0111142931","07/04/2026 07:00:00","660","36.810000","1","600","36.810000"
"","","","","","","","3","660","36.810000"
"","","","Week 27 - 402 - 111142931","07/04/2026 10:00:00","660","","1","600",""
"","","","","","","","2","720",""
"","","","","","","","3","660",""
"","","","Week 27 - 403 - 111142932","07/05/2026 10:00:00","540","","1","540",""
"","","","Week 27 - 404 - 111142933","07/06/2026 10:00:00","480","","1","480",""
"","","","Week 27 - 405 - 111172818","07/07/2026 10:00:00","480","","1","480",""
"","","15kg Ripes","0111142928","07/01/2026 07:00:00","120","38.660000","4","120","38.660000"
"","","15kg Semi Ripe","0111142927","06/30/2026 07:00:00","60","38.660000","1","60","38.660000"
"","","","","","","","2","60","38.660000"
"","","","0111142928","07/01/2026 07:00:00","120","38.660000","1","120","38.660000"
"","","","","","","","2","120","38.660000"
"","","","","","","","3","120","38.660000"
"","","","","","","","4","120","38.660000"
"","","","0111142929","07/02/2026 07:00:00","120","38.660000","1","120","38.660000"
"","","","","","","","2","120","38.660000"
"","","","","","","","3","120","38.660000"
"","","","0111142930","07/03/2026 07:00:00","120","38.660000","1","120","38.660000"
"","","","","","","","2","120","38.660000"
"","","","0111142931","07/04/2026 07:00:00","120","38.660000","1","120","38.660000"
"","","","","","","","3","120","38.660000"
"","","BananaCavendishPremiumL450gCollarsRipe","0111142927","06/30/2026 07:00:00","72","41.600000","1","72","41.600000"
"","","","0111142928","07/01/2026 07:00:00","72","41.600000","1","144","41.600000"
"","","","","","","","2","72","41.600000"
"","","","","","","","3","72","41.600000"
"","","","","","","","4","72","41.600000"
"","","","0111142929","07/02/2026 07:00:00","96","41.600000","1","72","41.600000"
"","","","","","","","2","72","41.600000"
"","","","","","","","3","96","41.600000"
"","","","0111142930","07/03/2026 07:00:00","60","41.600000","1","72","41.600000"
"","","","","","","","2","60","41.600000"
"","","","0111142931","07/04/2026 07:00:00","120","41.600000","1","144","41.600000"
"","","","","","","","3","120","41.600000"
"","","Red Hill 10kg Small","0111167432","06/30/2026 07:00:00","144","25.000000","1","144","25.000000"
